LUGAR,MAQ,MES,DIA,CODIGO_HOGAR_SIMPLE,ZONA,MANZANA,NPERSONA,10SEXO,EDAD,10OCUP,AUTO,10SEGUR TELEFERICO,INCIDENTE TELEFERICO,10ESTUDIOS,INGRESOS,VIAJO,cod est,cod tra
EL ALTO,WK034,6,20,4949,213,6725,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,NS NC,SÍ,8,
EL ALTO,WK034,6,20,4950,213,6563,1,HOMBRE,<16,OTROS,NO,NADA,NADA,UNIVERSITARIOS,3000 A 6000,SÍ,,317
EL ALTO,WK034,6,20,4951,213,6563,1,HOMBRE,35 a 64,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,1600 A 3000,SÍ,,201
EL ALTO,WK034,6,20,4951,213,6563,2,MUJER,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,SÍ,,
EL ALTO,WK034,6,20,4952,213,6973,1,MUJER,35 a 64,OTROS,NO,"SÍ, ME SIENTO SEGURO",ATRACO,PRIMARIA,NS NC,SÍ,,
EL ALTO,WK034,6,20,4952,213,6973,2,MUJER,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,1600 A 3000,SÍ,,15
EL ALTO,WK034,6,20,4953,213,6973,1,HOMBRE,16 a 34,OTROS,NO,"SÍ, ME SIENTO SEGURO",ATRACO,UNIVERSITARIOS,NS NC,SÍ,11,
EL ALTO,WK034,6,20,4954,213,6973,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,SÍ,,
EL ALTO,WK034,6,20,4955,213,6470,1,MUJER,35 a 64,OTROS,NO,"SÍ, ME SIENTO SEGURO",ATRACO,SECUNDARIA,1600 A 3000,SÍ,,208
EL ALTO,WK034,6,20,4956,213,6973,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,NS NC,SÍ,,
EL ALTO,WK034,6,20,4957,213,6973,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,NS NC,SÍ,11,
EL ALTO,WK034,6,20,4958,213,6669,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,NS NC,SÍ,,
EL ALTO,WK034,6,20,4959,213,6669,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,NS NC,NO,,
EL ALTO,WK034,6,20,4960,213,6669,1,HOMBRE,35 a 64,OTROS,NS NC,NADA,NADA,SECUNDARIA,3000 A 6000,SÍ,,201
EL ALTO,WK034,6,20,4961,213,6476,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,SÍ,,
EL ALTO,WK034,6,20,4961,213,6476,2,MUJER,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,NS NC,SÍ,76,
EL ALTO,WK034,6,20,4962,213,6476,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,SÍ,330,
EL ALTO,WK034,6,20,4963,213,6476,1,HOMBRE,35 a 64,OTROS,SI,NADA,NADA,UNIVERSITARIOS,3000 A 6000,SÍ,,5
EL ALTO,WK034,6,20,4964,213,6476,1,MUJER,>64,OTROS,NO,NADA,NADA,UNIVERSITARIOS,NS NC,SÍ,,
EL ALTO,WK034,6,20,4965,333,7412,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,UNIVERSITARIOS,1600 A 3000,SÍ,,
EL ALTO,WK034,6,20,4966,333,7412,1,HOMBRE,35 a 64,OTROS,SI,NADA,NADA,SECUNDARIA,NS NC,SÍ,,4
EL ALTO,WK034,6,20,4967,333,7412,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,MENOS DE 1600,SÍ,,58
EL ALTO,WK034,6,20,4968,333,7412,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,SÍ,,
EL ALTO,WK034,6,20,4969,333,7421,1,MUJER,>64,OTROS,NO,NADA,NADA,PRIMARIA,NS NC,NO,,
EL ALTO,WK034,6,20,4970,333,7421,1,HOMBRE,>64,OTROS,NO,NADA,NADA,PRIMARIA,1600 A 3000,NO,,330
EL ALTO,WK035,6,20,4971,449,12376,1,MUJER,16 a 34,TRABAJA,SI,NADA,NADA,NS NC,MENOS DE 1600,NO,,243
EL ALTO,WK035,6,20,4972,449,12376,1,MUJER,16 a 34,TRABAJA,NO,NADA,NADA,UNIVERSITARIOS,MENOS DE 1600,SÍ,,201
EL ALTO,WK035,6,20,4973,449,12376,1,MUJER,16 a 34,TRABAJA,NO,NADA,NADA,SECUNDARIA,NS NC,SÍ,243,
EL ALTO,WK035,6,20,4974,449,12619,1,MUJER,16 a 34,TRABAJA,NO,NADA,NADA,SECUNDARIA,NS NC,SÍ,17,
EL ALTO,WK035,6,20,4975,449,12619,1,MUJER,16 a 34,TRABAJA,NO,NADA,NADA,UNIVERSITARIOS,NS NC,SÍ,449,
EL ALTO,WK035,6,20,4976,449,12619,1,HOMBRE,16 a 34,TRABAJA,NO,NADA,NADA,SUPERIOR NO UNIV,1600 A 3000,SÍ,,553
EL ALTO,WK035,6,20,4977,449,12619,1,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,NO,,449
EL ALTO,WK035,6,20,4978,449,12619,1,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,SÍ,,243
EL ALTO,WK035,6,20,4979,449,12619,1,HOMBRE,16 a 34,TRABAJA,NO,NADA,NADA,UNIVERSITARIOS,NS NC,SÍ,309,
EL ALTO,WK035,6,20,4980,449,12075,1,HOMBRE,16 a 34,TRABAJA,NO,NADA,NADA,UNIVERSITARIOS,MENOS DE 1600,SÍ,,201
EL ALTO,WK035,6,20,4981,449,12075,1,HOMBRE,35 a 64,TRABAJA,SI,NADA,NADA,SECUNDARIA,MENOS DE 1600,SÍ,,243
EL ALTO,WK035,6,20,4982,449,12075,1,HOMBRE,16 a 34,TRABAJA,NO,NADA,NADA,UNIVERSITARIOS,MENOS DE 1600,SÍ,,227
EL ALTO,WK035,6,20,4983,449,12075,1,MUJER,16 a 34,TRABAJA,NO,NADA,NADA,UNIVERSITARIOS,NS NC,SÍ,22,
EL ALTO,WK035,6,20,4984,449,12075,1,MUJER,35 a 64,TRABAJA,NO,NADA,NADA,UNIVERSITARIOS,1600 A 3000,SÍ,,2
EL ALTO,WK035,6,20,4985,449,12075,1,MUJER,16 a 34,TRABAJA,NO,NADA,NADA,UNIVERSITARIOS,NS NC,SÍ,309,
EL ALTO,WK035,6,20,4986,449,12075,1,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,SÍ,,201
EL ALTO,WK035,6,20,4987,449,12075,1,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,UNIVERSITARIOS,1600 A 3000,NO,,449
EL ALTO,WK035,6,20,4988,449,12200,1,MUJER,35 a 64,TRABAJA,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,SÍ,,354
EL ALTO,WK035,6,20,4989,449,12200,1,MUJER,35 a 64,TRABAJA,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,SÍ,,227
EL ALTO,WK035,6,20,4990,449,12200,1,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,UNIVERSITARIOS,1600 A 3000,SÍ,,252
EL ALTO,WK035,6,20,4991,449,12200,1,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,SUPERIOR NO UNIV,MENOS DE 1600,SÍ,,201
EL ALTO,WK035,6,20,4992,449,12200,1,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,SÍ,,201
EL ALTO,WK035,6,20,4993,449,12200,1,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,UNIVERSITARIOS,MENOS DE 1600,NO,,449
EL ALTO,WK035,6,20,4994,449,12200,1,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,SÍ,,354
EL ALTO,WK035,6,20,4995,449,11937,1,HOMBRE,16 a 34,TRABAJA,NO,NADA,NADA,UNIVERSITARIOS,NS NC,NO,4,
EL ALTO,WK035,6,20,4996,449,11937,1,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,SÍ,,201
EL ALTO,WK035,6,20,4997,449,11937,1,MUJER,35 a 64,TRABAJA,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,NO,,449
EL ALTO,WK035,6,20,4998,449,11937,1,MUJER,16 a 34,TRABAJA,NO,NADA,NADA,UNIVERSITARIOS,NS NC,SÍ,309,
EL ALTO,WK035,6,20,4999,449,11937,1,MUJER,35 a 64,TRABAJA,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,SÍ,,29
EL ALTO,WK035,6,20,5000,449,11937,1,HOMBRE,35 a 64,TRABAJA,NO,"SÍ, ME SIENTO SEGURO",ATRACO,UNIVERSITARIOS,MENOS DE 1600,SÍ,,330
EL ALTO,WK035,6,20,5001,449,11937,1,MUJER,35 a 64,TRABAJA,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,SÍ,,202
EL ALTO,WK035,6,20,5002,449,12210,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,NS NC,NO,,
EL ALTO,WK035,6,20,5003,449,12210,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,MENOS DE 1600,SÍ,,4
EL ALTO,WK035,6,20,5004,449,12210,1,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,NO,,1
EL ALTO,WK035,6,20,5005,449,12210,1,HOMBRE,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,NO,,
EL ALTO,WK035,6,20,5006,449,11508,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,NS NC,SÍ,309,
EL ALTO,WK035,6,20,5007,449,11508,1,MUJER,16 a 34,TRABAJA,NO,NADA,NADA,UNIVERSITARIOS,1600 A 3000,NO,,1
EL ALTO,WK035,6,20,5008,449,11508,1,HOMBRE,16 a 34,ESTUDIA,NO,NADA,NADA,UNIVERSITARIOS,NS NC,NO,8,
EL ALTO,WK038,6,20,5009,247,11221,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,NS NC,NO,,
EL ALTO,WK038,6,20,5010,247,11221,1,HOMBRE,35 a 64,ESTUDIA,SI,NADA,NADA,SECUNDARIA,NS NC,NO,247,
EL ALTO,WK038,6,20,5011,247,11221,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,NS NC,NO,,
EL ALTO,WK038,6,20,5012,247,11453,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,SÍ,,
EL ALTO,WK038,6,20,5013,247,11434,1,HOMBRE,35 a 64,OTROS,SI,NADA,NADA,SECUNDARIA,NS NC,SÍ,,201
EL ALTO,WK038,6,20,5014,247,11453,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,NS NC,SÍ,,
EL ALTO,WK038,6,20,5015,247,11434,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,PRIMARIA,NS NC,NO,,
EL ALTO,WK038,6,20,5016,247,11217,1,HOMBRE,35 a 64,OTROS,SI,NADA,NADA,PRIMARIA,NS NC,SÍ,,201
EL ALTO,WK038,6,20,5017,247,11217,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,NO,,
EL ALTO,WK038,6,20,5018,247,11217,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,SÍ,,
EL ALTO,WK038,6,20,5019,247,1390,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,SÍ,,
EL ALTO,WK038,6,20,5020,247,1390,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,NS NC,NO,,
EL ALTO,WK038,6,20,5021,247,11565,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,NO,,
EL ALTO,WK051,6,20,5022,330,6513,1,MUJER,35 a 64,NADA,NO,NADA,NADA,SECUNDARIA,1600 A 3000,SÍ,,201
EL ALTO,WK051,6,20,5023,330,6513,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,NS NC,SÍ,,
EL ALTO,WK051,6,20,5024,330,6513,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,NS NC,SÍ,309,
EL ALTO,WK051,6,20,5025,330,6517,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,3000 A 6000,SÍ,,2
EL ALTO,WK051,6,20,5026,330,6517,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,1600 A 3000,SÍ,,201
EL ALTO,WK051,6,20,5027,330,6517,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,NS NC,SÍ,,
EL ALTO,WK051,6,20,5028,330,6066,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,NS NC,SÍ,,
EL ALTO,WK051,6,20,5029,330,6066,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,NS NC,SÍ,201,
EL ALTO,WK051,6,20,5030,330,6066,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,NS NC,SÍ,,
EL ALTO,WK051,6,20,5031,330,6019,1,MUJER,35 a 64,OTROS,NO,"SÍ, ME SIENTO SEGURO",ATRACO,PRIMARIA,1600 A 3000,SÍ,,380
EL ALTO,WK051,6,20,5032,330,6019,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,NS NC,SÍ,201,
EL ALTO,WK051,6,20,5032,330,6019,2,MUJER,35 a 64,TRABAJA,NO,NADA,NADA,PRIMARIA,NS NC,NO,,365
EL ALTO,WK051,6,20,5033,330,6019,1,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,PRIMARIA,3000 A 6000,SÍ,,222
EL ALTO,WK051,6,20,5034,216,6112,1,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,SECUNDARIA,1600 A 3000,SÍ,,52
EL ALTO,WK051,6,20,5035,216,6112,1,HOMBRE,16 a 34,TRABAJA,NO,NADA,NADA,UNIVERSITARIOS,NS NC,SÍ,247,
EL ALTO,WK051,6,20,5036,216,6112,1,MUJER,35 a 64,TRABAJA,NO,NADA,NADA,PRIMARIA,NS NC,SÍ,,354
EL ALTO,WK051,6,20,5037,216,6428,1,MUJER,35 a 64,TRABAJA,NO,NADA,NADA,UNIVERSITARIOS,1600 A 3000,SÍ,,202
EL ALTO,WK051,6,20,5038,216,6428,1,MUJER,35 a 64,TRABAJA,NO,NADA,NADA,PRIMARIA,1600 A 3000,SÍ,,422
EL ALTO,WK051,6,20,5039,216,6428,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,NS NC,SÍ,,
EL ALTO,WK051,6,20,5040,216,5839,1,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,PRIMARIA,3000 A 6000,SÍ,,337
EL ALTO,WK051,6,20,5041,216,5839,1,MUJER,35 a 64,TRABAJA,NO,NADA,NADA,PRIMARIA,1600 A 3000,SÍ,,18
EL ALTO,WK051,6,20,5042,216,5839,1,MUJER,16 a 34,TRABAJA,NO,NADA,NADA,UNIVERSITARIOS,NS NC,SÍ,22,
EL ALTO,WK051,6,20,5043,216,5934,1,MUJER,16 a 34,TRABAJA,NO,NADA,NADA,UNIVERSITARIOS,NS NC,SÍ,309,
EL ALTO,WK051,6,20,5044,216,5934,1,MUJER,35 a 64,TRABAJA,NO,NADA,NADA,PRIMARIA,1600 A 3000,SÍ,,52
EL ALTO,WK051,6,20,5045,216,5934,1,MUJER,16 a 34,TRABAJA,NO,"SÍ, ME SIENTO SEGURO",ATRACO,UNIVERSITARIOS,NS NC,SÍ,8,
EL ALTO,WK051,6,20,5046,216,5594,1,HOMBRE,16 a 34,TRABAJA,NO,NADA,NADA,SUPERIOR NO UNIV,NS NC,SÍ,201,
EL ALTO,WK051,6,20,5047,216,5594,1,MUJER,16 a 34,TRABAJA,NO,NADA,NADA,SUPERIOR NO UNIV,NS NC,SÍ,17,
EL ALTO,WK051,6,20,5048,216,5594,1,MUJER,16 a 34,TRABAJA,NO,NADA,NADA,SUPERIOR NO UNIV,NS NC,SÍ,309,
EL ALTO,WK051,6,20,5049,216,5523,1,MUJER,16 a 34,TRABAJA,NO,NADA,NADA,UNIVERSITARIOS,3000 A 6000,SÍ,,222
EL ALTO,WK051,6,20,5050,216,5523,1,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,PRIMARIA,3000 A 6000,SÍ,,50
EL ALTO,WK051,6,20,5051,216,5523,1,HOMBRE,16 a 34,TRABAJA,NO,NADA,NADA,SUPERIOR NO UNIV,NS NC,SÍ,201,
EL ALTO,WK051,6,20,5052,216,5423,1,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,PRIMARIA,3000 A 6000,SÍ,,201
EL ALTO,WK051,6,20,5053,216,5423,1,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,PRIMARIA,3000 A 6000,SÍ,,64
EL ALTO,WK051,6,20,5054,216,5523,1,HOMBRE,16 a 34,TRABAJA,NO,NADA,NADA,UNIVERSITARIOS,NS NC,SÍ,309,
EL ALTO,WK051,6,20,5055,214,5460,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,NS NC,SÍ,,
EL ALTO,WK051,6,20,5056,214,5460,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,1600 A 3000,SÍ,,201
EL ALTO,WK051,6,20,5057,214,5460,1,HOMBRE,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,3000 A 6000,SÍ,,17
EL ALTO,WK076,6,20,5058,448,11443,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,SÍ,,
EL ALTO,WK076,6,20,5059,448,11443,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,NO,,
EL ALTO,WK076,6,20,5060,448,11628,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,SÍ,,
EL ALTO,WK076,6,20,5061,448,11628,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,MENOS DE 1600,SÍ,309,
EL ALTO,WK076,6,20,5062,448,11628,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,MENOS DE 1600,SÍ,201,
EL ALTO,WK076,6,20,5063,448,11627,1,HOMBRE,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,SÍ,,247
EL ALTO,WK076,6,20,5064,448,11627,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,NS NC,SÍ,201,
EL ALTO,WK076,6,20,5065,448,11627,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,1600 A 3000,SÍ,,230
EL ALTO,WK076,6,20,5066,448,11441,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,NS NC,SÍ,,
EL ALTO,WK076,6,20,5067,448,11441,1,HOMBRE,35 a 64,NADA,NO,NADA,NADA,SUPERIOR NO UNIV,1600 A 3000,SÍ,,330
EL ALTO,WK076,6,20,5068,448,11441,1,HOMBRE,35 a 64,NADA,SI,NADA,NADA,SUPERIOR NO UNIV,MENOS DE 1600,SÍ,,201
EL ALTO,WK076,6,20,5069,448,11284,1,HOMBRE,35 a 64,NADA,NO,NADA,NADA,SECUNDARIA,1600 A 3000,SÍ,,243
EL ALTO,WK076,6,20,5070,448,11284,1,MUJER,16 a 34,NADA,NO,NADA,NADA,UNIVERSITARIOS,1600 A 3000,SÍ,,201
EL ALTO,WK076,6,20,5071,448,11284,1,HOMBRE,>64,OTROS,NO,NADA,NADA,PRIMARIA,NS NC,NO,,
EL ALTO,WK076,6,20,5072,448,11491,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,SÍ,,
EL ALTO,WK076,6,20,5073,448,11491,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,NO,,
EL ALTO,WK076,6,20,5074,448,11491,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,SÍ,,
EL ALTO,WK076,6,20,5075,448,11491,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,NS NC,SÍ,309,
EL ALTO,WK076,6,20,5076,448,11294,1,HOMBRE,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,SÍ,,243
EL ALTO,WK076,6,20,5077,448,11294,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,NS NC,NO,,
EL ALTO,WK076,6,20,5078,448,11038,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,SÍ,,
EL ALTO,WK076,6,20,5079,448,11038,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,NO,,
EL ALTO,WK076,6,20,5080,448,11038,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,SÍ,,
EL ALTO,WK076,6,20,5081,448,11007,1,HOMBRE,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,NO,,
EL ALTO,WK076,6,20,5082,448,11007,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,SÍ,247,
EL ALTO,WK076,6,20,5083,448,11007,1,HOMBRE,>64,OTROS,NO,NADA,NADA,PRIMARIA,NS NC,NO,,
EL ALTO,WK076,6,20,5084,448,11097,1,HOMBRE,35 a 64,OTROS,SI,NADA,NADA,SECUNDARIA,MENOS DE 1600,SÍ,,201
EL ALTO,WK076,6,20,5085,448,11176,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,NO,,
EL ALTO,WK076,6,20,5086,448,11176,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,SÍ,,
EL ALTO,WK076,6,20,5087,445,10731,1,HOMBRE,35 a 64,OTROS,SI,NADA,NADA,SUPERIOR NO UNIV,1600 A 3000,SÍ,,
EL ALTO,WK076,6,20,5088,445,10731,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,NS NC,NO,,
EL ALTO,WK076,6,20,5089,445,11177,1,HOMBRE,35 a 64,OTROS,SI,NADA,NADA,UNIVERSITARIOS,1600 A 3000,SÍ,,203
EL ALTO,WK076,6,20,5090,445,11177,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,1600 A 3000,NO,,
EL ALTO,WK076,6,20,5091,445,10543,1,HOMBRE,35 a 64,OTROS,NO,NADA,NADA,UNIVERSITARIOS,3000 A 6000,SÍ,,350
EL ALTO,WK076,6,20,5092,445,11177,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,SÍ,309,
EL ALTO,WK076,6,20,5093,445,10778,1,HOMBRE,35 a 64,OTROS,SI,NADA,NADA,SUPERIOR NO UNIV,1600 A 3000,SÍ,,276
EL ALTO,WK076,6,20,5094,445,10778,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,MENOS DE 1600,SÍ,,
EL ALTO,WK076,6,20,5095,445,10810,1,MUJER,>64,OTROS,NO,NADA,NADA,PRIMARIA,NS NC,NO,,
EL ALTO,WK076,6,20,5096,445,10416,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,SÍ,,
EL ALTO,WK092,6,20,5097,245,11246,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SIN ESTUDIOS,NS NC,NO,,
EL ALTO,WK092,6,20,5098,245,11246,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,MENOS DE 1600,SÍ,309,
EL ALTO,WK092,6,20,5099,245,11246,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,1600 A 3000,SÍ,,11
EL ALTO,WK092,6,20,5100,245,11348,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,PRIMARIA,NS NC,SÍ,,
EL ALTO,WK092,6,20,5101,245,11348,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,SÍ,201,
EL ALTO,WK092,6,20,5102,245,11348,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,MENOS DE 1600,SÍ,8,
EL ALTO,WK092,6,20,5103,245,11348,1,MUJER,16 a 34,OTROS,SI,NADA,NADA,SECUNDARIA,MENOS DE 1600,SÍ,247,
EL ALTO,WK092,6,20,5104,245,11348,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,SÍ,,137
EL ALTO,WK092,6,20,5105,245,11348,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,MENOS DE 1600,SÍ,201,
EL ALTO,WK092,6,20,5106,245,11348,1,HOMBRE,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,SÍ,,245
EL ALTO,WK092,6,20,5107,245,11348,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,UNIVERSITARIOS,1600 A 3000,SÍ,,2
EL ALTO,WK092,6,20,5108,245,11348,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,MENOS DE 1600,SÍ,17,
EL ALTO,WK092,6,20,5109,245,11698,1,HOMBRE,35 a 64,OTROS,SI,NADA,NADA,UNIVERSITARIOS,3000 A 6000,SÍ,,2
EL ALTO,WK092,6,20,5110,245,11698,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,SÍ,183,
EL ALTO,WK092,6,20,5111,245,11698,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,NS NC,SÍ,,380
EL ALTO,WK092,6,20,5112,245,11698,1,MUJER,16 a 34,TRABAJA,NO,NADA,NADA,SECUNDARIA,1600 A 3000,SÍ,,354
EL ALTO,WK092,6,20,5113,245,11698,1,MUJER,16 a 34,TRABAJA,NO,NADA,NADA,SECUNDARIA,1600 A 3000,SÍ,,309
EL ALTO,WK092,6,20,5114,245,11698,1,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,SUPERIOR NO UNIV,1600 A 3000,SÍ,,243
EL ALTO,WK092,6,20,5115,245,12201,1,HOMBRE,16 a 34,TRABAJA,NO,NADA,NADA,UNIVERSITARIOS,3000 A 6000,SÍ,,35
EL ALTO,WK092,6,20,5116,245,12201,1,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,UNIVERSITARIOS,3000 A 6000,SÍ,,4
EL ALTO,WK092,6,20,5117,245,12201,1,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,SUPERIOR NO UNIV,1600 A 3000,SÍ,,252
EL ALTO,WK092,6,20,5118,245,12219,1,MUJER,35 a 64,TRABAJA,NO,NADA,NADA,SUPERIOR NO UNIV,1600 A 3000,SÍ,,245
EL ALTO,WK092,6,20,5119,245,12219,1,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,SECUNDARIA,1600 A 3000,SÍ,,202
